,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
207,APTI,"Apptio, Inc.",23.62,$953.98M,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/apti,
208,APRI,"Apricus Biosciences, Inc.",1.84,$28M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apri,
209,APVO,Aptevo Therapeutics Inc.,4.19,$89.79M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apvo,
210,APTO,"Aptose Biosciences, Inc.",2.05,$54.33M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apto,
211,AQMS,"Aqua Metals, Inc.",2.16,$44.07M,2015,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/aqms,
212,AQB,"AquaBounty Technologies, Inc.",3.12,$27.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aqb,
213,AQXP,"Aquinox Pharmaceuticals, Inc.",11.82,$277.36M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aqxp,
214,ARDM,Aradigm Corporation,6.06,$91.8M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ardm,
215,ARLZ,Aralez Pharmaceuticals Inc.,1.43,$94.34M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arlz,
216,PETX,"Aratana Therapeutics, Inc.",5.39,$231.76M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/petx,
217,ABUS,Arbutus Biopharma Corporation,4.9,$272.2M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abus,
218,ARCW,"ARC Group Worldwide, Inc.",2.05,$37.46M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arcw,
219,ABIO,"ARCA biopharma, Inc.",1.355,$15.92M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/abio,
220,RKDA,"Arcadia Biosciences, Inc.",0.2173,$9.28M,2015,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rkda,
221,ARCB,ArcBest Corporation,36.45,$934.46M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/arcb,
222,ACGL,Arch Capital Group Ltd.,90.48,$11.84B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acgl,
225,APLP,"Archrock Partners, L.P.",11.62,$815.56M,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aplp,
226,FUV,"Arcimoto, Inc.",3.63,$57.62M,2017,Consumer Non-Durables,Motor Vehicles,http://www.nasdaq.com/symbol/fuv,
227,ARCT,Arcturus Therapeutics Ltd.,8.23,$86.98M,2013,n/a,n/a,http://www.nasdaq.com/symbol/arct,
228,ARDX,"Ardelyx, Inc.",6.95,$330.37M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ardx,
229,ARNA,"Arena Pharmaceuticals, Inc.",34.66,$1.36B,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arna,
230,ARCC,Ares Capital Corporation,15.78,$6.73B,2004,n/a,n/a,http://www.nasdaq.com/symbol/arcc,
231,ARGX,argenx SE,63.56,$2.03B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/argx,
232,AGII,"Argo Group International Holdings, Ltd.",60.55,$1.8B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii,
234,ARGS,"Argos Therapeutics, Inc.",0.155,$13.73M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/args,
235,ARKR,Ark Restaurants Corp.,26,$89.07M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arkr,
236,ARTX,Arotech Corporation,3.6,$95.02M,1994,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artx,
237,ARQL,"ArQule, Inc.",1.67,$145.47M,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arql,
238,ARRY,Array BioPharma Inc.,12.73,$2.51B,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arry,
239,ARRS,ARRIS International plc,25.98,$4.86B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs,
240,DWAT,Arrow DWA Tactical ETF,11.6153,$8.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwat,
241,AROW,Arrow Financial Corporation,34.65,$482.34M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow,
242,ARWR,"Arrowhead Pharmaceuticals, Inc.",3.84,$287.34M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arwr,
243,ASNS,"Arsanis, Inc.",13.2,$180.77M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/asns,
244,ARTNA,Artesian Resources Corporation,38.3,$352.09M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna,
245,ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",3,$12.48M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw,
246,ASNA,"Ascena Retail Group, Inc.",2.41,$472.46M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna,
247,ASND,Ascendis Pharma A/S,40.09,$1.46B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asnd,
248,ASCMA,"Ascent Capital Group, Inc.",11.72,$144.47M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma,
249,APWC,Asia Pacific Wire & Cable Corporation Limited,2.665,$36.83M,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc,
250,ASML,ASML Holding N.V.,174.04,$74.93B,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml,
251,ASPU,Aspen Group Inc.,8.5,$125.94M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/aspu,
252,AZPN,"Aspen Technology, Inc.",66.03,$4.79B,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn,
253,ASMB,"Assembly Biosciences, Inc.",45.03,$783.42M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asmb,
254,ASFI,"Asta Funding, Inc.",7.75,$51.33M,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi,
255,ASTE,"Astec Industries, Inc.",57.25,$1.32B,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste,
256,ATRO,Astronics Corporation,42.31,$1.18B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro,
257,ALOT,"AstroNova, Inc.",14.1,$95.33M,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot,
258,ASTC,Astrotech Corporation,3.08,$13.88M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc,
259,ASUR,Asure Software Inc,13.87,$172.91M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur,
260,ASV,"ASV Holdings, Inc.",10.15,$99.47M,2017,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/asv,
261,ATAI,ATA Inc.,5.12,$124.12M,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai,
262,ATRA,"Atara Biotherapeutics, Inc.",15.25,$466.59M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/atra,
263,ATHN,"athenahealth, Inc.",135.87,$5.44B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn,
264,ATNX,"Athenex, Inc.",16.2,$939.52M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/atnx,
265,ATHX,"Athersys, Inc.",1.87,$221.66M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx,
266,ATAC,Atlantic Acquisition Corp.,10,$58.72M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/atac,
269,AAME,Atlantic American Corporation,3.35,$68.47M,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame,
270,ACBI,"Atlantic Capital Bancshares, Inc.",17.35,$446.38M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acbi,
271,ACFC,Atlantic Coast Financial Corporation,9.46,$147.14M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc,
272,AY,Atlantica Yield plc,20.92,$2.1B,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ay,
273,ATLC,Atlanticus Holdings Corporation,2.3,$35.25M,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc,
274,AAWW,Atlas Air Worldwide Holdings,59.4,$1.5B,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww,
275,AFH,"Atlas Financial Holdings, Inc.",19.85,$238.81M,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh,
277,TEAM,Atlassian Corporation Plc,46.14,$10.62B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/team,
278,ATNI,"ATN International, Inc.",55.42,$887.64M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni,
279,ATOM,Atomera Incorporated,3.85,$46.82M,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/atom,
280,ATOS,Atossa Genetics Inc.,0.225,$5.97M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/atos,
281,ATRC,"AtriCure, Inc.",18.31,$631.22M,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc,
282,ATRI,Atrion Corporation,630.2,$1.17B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri,
283,ATTU,Attunity Ltd.,6.82,$114.86M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu,
284,LIFE,"aTyr Pharma, Inc.",3.7,$110.11M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/life,
285,AUBN,"Auburn National Bancorporation, Inc.",38.42,$139.99M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn,
286,BOLD,"Audentes Therapeutics, Inc.",31.89,$952.09M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bold,
287,AUDC,AudioCodes Ltd.,7.22,$234.01M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc,
288,AUPH,Aurinia Pharmaceuticals Inc,4.78,$401.77M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auph,
289,EARS,Auris Medical Holding AG,0.465,$21.42M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ears,
290,ADSK,"Autodesk, Inc.",104.58,$23.04B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk,
291,ADP,"Automatic Data Processing, Inc.",117.26,$52B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp,
292,AUTO,"AutoWeb, Inc.",9.09,$118.6M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/auto,
293,AVDL,Avadel Pharmaceuticals plc,8.22,$326.85M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/avdl,
294,ATXI,"Avenue Therapeutics, Inc.",3.6,$36.95M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/atxi,
295,AVEO,"AVEO Pharmaceuticals, Inc.",2.91,$344.32M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo,
296,AVXS,"AveXis, Inc.",110.99,$3.55B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avxs,
297,AVNW,"Aviat Networks, Inc.",14.91,$79.29M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw,
298,AVID,"Avid Technology, Inc.",5.81,$239.29M,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/avid,
299,AVGR,"Avinger, Inc.",0.1984,$6.26M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/avgr,
300,AVIR,"Aviragen Therapeutics, Inc.",0.57,$22.03M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avir,
301,CAR,"Avis Budget Group, Inc.",44.49,$3.62B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car,
302,AHPA,Avista Healthcare Public Acquisition Corp.,9.8872,$383.13M,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/ahpa,
305,AWRE,"Aware, Inc.",4.45,$96.18M,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/awre,
306,ACLS,"Axcelis Technologies, Inc.",29.8,$936.11M,2000,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls,
307,AXGN,"AxoGen, Inc.",28.45,$974.73M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn,
308,AAXN,"Axon Enterprise, Inc.",26.68,$1.41B,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/aaxn,
309,AXSM,"Axsome Therapeutics, Inc.",5.2,$132.37M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axsm,
310,AXTI,AXT Inc,8.7,$338.35M,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti,
311,AYTU,"Aytu BioScience, Inc.",2.1,$9.25M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aytu,
312,AZRX,"AzurRx BioPharma, Inc.",3.15,$36.4M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azrx,
313,BCOM,B Communications Ltd.,17.901,$535.24M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom,
314,RILY,"B. Riley Financial, Inc.",18.2,$481.71M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rily,
318,BOSC,B.O.S. Better Online Solutions,2.18,$7.06M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc,
319,BIDU,"Baidu, Inc.",237.71,$82.54B,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu,
320,BCPC,Balchem Corporation,79.39,$2.54B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc,
321,BWINA,"Baldwin & Lyons, Inc.",24.36,$366.3M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina,
322,BWINB,"Baldwin & Lyons, Inc.",23.65,$355.62M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb,
323,BLDP,"Ballard Power Systems, Inc.",4.52,$800.83M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp,
324,BANF,BancFirst Corporation,52.45,$1.67B,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf,
325,BANFP,BancFirst Corporation,27.6052,$27.61M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp,
326,BCTF,"Bancorp 34, Inc.",14.75,$50.8M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bctf,
327,BAND,Bandwidth Inc.,24.07,$424.15M,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/band,
328,BKMU,Bank Mutual Corporation,10.7,$492.3M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu,
329,BOCH,Bank of Commerce Holdings (CA),11.6,$188.75M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch,
330,BMRC,Bank of Marin Bancorp,67.5,$466.64M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc,
331,BKSC,Bank of South Carolina Corp.,19,$94.71M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc,
332,BOTJ,"Bank of the James Financial Group, Inc.",15.26,$66.81M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj,
333,OZRK,Bank of the Ozarks,48.25,$6.18B,1997,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk,
334,BFIN,BankFinancial Corporation,15.35,$277.06M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin,
335,BWFG,"Bankwell Financial Group, Inc.",34.66,$267.48M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg,
336,BANR,Banner Corporation,55.72,$1.83B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr,
337,BZUN,Baozun Inc.,32.83,$1.79B,2015,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/bzun,
338,TAPR,Barclays Inverse US Treasury Composite ETN,22.08,$15.02M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tapr,
339,BHAC,Barington/Hilco Acquisition Corp.,10.4413,$29.07M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhac,
343,BBSI,"Barrett Business Services, Inc.",63.8,$465.76M,1993,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi,
344,BSET,"Bassett Furniture Industries, Incorporated",39.8,$427.27M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset,
345,BYBK,"Bay Bancorp, Inc.",12.25,$131.29M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bybk,
346,BV,"Bazaarvoice, Inc.",5.45,$469.06M,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv,
347,BCBP,"BCB Bancorp, Inc. (NJ)",14.9,$223.97M,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp,
348,BECN,"Beacon Roofing Supply, Inc.",63.28,$4.29B,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn,
349,BSF,"Bear State Financial, Inc.",10.23,$385.98M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsf,
350,BBGI,"Beasley Broadcast Group, Inc.",13.85,$386.53M,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi,
351,BBBY,Bed Bath & Beyond Inc.,22.93,$3.27B,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby,
352,BGNE,"BeiGene, Ltd.",95.45,$4.34B,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bgne,
353,BELFA,Bel Fuse Inc.,23,$276.78M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa,
354,BELFB,Bel Fuse Inc.,25.55,$307.46M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb,
355,BLPH,"Bellerophon Therapeutics, Inc.",2.49,$137.4M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blph,
356,BLCM,"Bellicum Pharmaceuticals, Inc.",8.42,$280.01M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blcm,
357,BNCL,"Beneficial Bancorp, Inc.",16.7,$1.27B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl,
358,BNFT,"Benefitfocus, Inc.",26.75,$836.56M,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bnft,
359,BNTC,Benitec Biopharma Limited,2.98,$30.57M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntc,
361,BYSI,"BeyondSpring, Inc.",30.04,$686.26M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bysi,
362,BGCP,"BGC Partners, Inc.",15.2,$4.39B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp,
363,BGFV,Big 5 Sporting Goods Corporation,8.15,$174.63M,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bgfv,
368,BASI,"Bioanalytical Systems, Inc.",2.45,$20.2M,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/basi,
369,ORPN,Bioblast Pharma Ltd.,2.3577,$7.88M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orpn,
370,BIOC,"Biocept, Inc.",0.69,$20.88M,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/bioc,
371,BCRX,"BioCryst Pharmaceuticals, Inc.",5.22,$513.67M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx,
372,BDSI,"BioDelivery Sciences International, Inc.",2.85,$159.27M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bdsi,
373,BIIB,Biogen Inc.,320.07,$67.69B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib,
374,BKYI,"BIO-key International, Inc.",1.83,$14.08M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bkyi,
375,BIOL,"Biolase, Inc.",0.43,$44M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/biol,
376,BLFS,"BioLife Solutions, Inc.",6.34,$86.42M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/blfs,
377,BLRX,BioLineRx Ltd.,1.07,$112.15M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blrx,
378,BMRN,BioMarin Pharmaceutical Inc.,90.72,$15.93B,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmrn,
379,BMRA,"Biomerica, Inc.",3.76,$32.02M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bmra,
380,BVXV,BiondVax Pharmaceuticals Ltd.,5.21,$34.05M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bvxv,
382,BPTH,"Bio-Path Holdings, Inc.",0.209,$23.7M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bpth,
383,BIOS,"BioScrip, Inc.",2.82,$359.59M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bios,
384,BSTC,BioSpecifics Technologies Corp,43.2,$310.57M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bstc,
385,BSPM,"Biostar Pharmaceuticals, Inc.",1.92,$5.06M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bspm,
386,TECH,Bio-Techne Corp,128.2,$4.8B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tech,
387,BEAT,"BioTelemetry, Inc.",30.4,$985.21M,2008,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/beat,
388,BIVV,Bioverativ Inc.,54.23,$5.87B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bivv,
389,BCAC,Bison Capital Acquisition Corp.,9.87,$78.75M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/bcac,
393,BJRI,"BJ&#39;s Restaurants, Inc.",36.95,$762.4M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bjri,
394,BBOX,Black Box Corporation,3.275,$49.58M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bbox,
